Date,Region,Category,Revenue,Profit,Quantity,Profit_Margin_Pct
2023-07-11,North America,Electronics,4767.1,747.86,12.0,15.68794445260221
2024-04-29,LATAM,Home & Garden,15391.02,1763.74,45.0,11.459539393750381
2024-06-10,Middle East,Electronics,6072.99,991.57,22.0,16.327542116815607
2024-09-16,LATAM,Sports,790.28,256.63,2.0,32.47330060231817
2024-04-02,LATAM,Beauty,510.45,145.09,8.0,28.42393966108336
2023-11-13,EMEA,Apparel,2532.74,406.92,31.0,16.066394497658663
2023-11-08,Middle East,Electronics,6929.0,1597.25,36.0,23.051666907201614
2023-09-14,EMEA,Sports,20366.12,1326.04,46.0,6.5110094608104045
2024-03-16,EMEA,Beauty,7588.03,1735.8,18.0,22.875502600806797
2024-06-26,LATAM,Food & Beverage,826.58,117.21,48.0,14.180115657286649
2023-06-26,EMEA,Apparel,7446.46,750.76,29.0,10.082106128281088
2022-05-02,Middle East,Food & Beverage,9399.29,2485.89,27.0,26.44763593845918
2023-01-30,Middle East,Apparel,10649.59,1049.72,36.0,9.856905289311607
2024-09-09,EMEA,Sports,10460.13,3778.35,37.0,36.12144399734994
2024-09-27,APAC,Electronics,4082.88,457.27,34.0,11.199692374010501
2022-10-13,LATAM,Beauty,5285.31,1887.36,34.0,35.7095421082207
2022-08-08,North America,Apparel,10725.53,3958.2,37.0,36.90446998889565
2024-04-11,LATAM,Sports,498.42,156.0,1.0,31.298904538341155
2024-09-08,Middle East,Electronics,5998.42,1595.05,21.0,26.591169007838726
2024-02-22,EMEA,Electronics,5069.31,1763.63,19.0,34.79033635741353
2023-08-04,LATAM,Home & Garden,7890.51,2123.25,20.0,26.908907028823233
2023-08-03,Middle East,Home & Garden,1860.18,361.98,13.0,19.459407154146373
2023-06-26,North America,Home & Garden,1686.64,263.29,14.0,15.61032585495423
2022-05-23,Middle East,Apparel,3483.57,523.77,39.0,15.035437783652975
2023-06-25,APAC,Home & Garden,621.94,188.76,7.0,30.35019455252918
2024-08-03,North America,Apparel,2851.3,885.08,36.0,31.041279416406553
2024-05-05,APAC,Food & Beverage,4207.81,788.41,31.0,18.73682509428895
2022-12-09,EMEA,Electronics,4450.91,521.0,42.0,11.705471465385731
2023-07-12,LATAM,Home & Garden,15871.82,5067.96,36.0,31.930553647911836
2024-02-06,LATAM,Home & Garden,10639.64,2298.97,39.0,21.607591986195022
2022-01-28,LATAM,Apparel,22885.37,3395.93,43.0,14.83886867461614
2023-08-12,EMEA,Food & Beverage,5771.19,1240.24,20.0,21.490195263022013
2024-09-12,North America,Home & Garden,2020.72,508.2,5.0,25.149451680589095
2024-09-10,Middle East,Sports,5760.32,1346.25,24.0,23.371097439031168
2023-12-08,LATAM,Electronics,3149.52,714.01,35.0,22.670438670019557
2024-08-30,EMEA,Electronics,3020.67,696.86,44.0,23.069716321213505
2023-12-07,LATAM,Beauty,7167.38,519.25,14.0,7.244627744029199
2023-11-02,APAC,Beauty,776.94,51.28,34.0,6.600252271732694
2023-02-02,LATAM,Sports,7154.5,1782.95,16.0,24.920679292752816
2023-04-17,LATAM,Apparel,4820.53,1425.83,21.0,29.578282885906738
2022-09-17,Middle East,Beauty,5236.04,753.67,45.0,14.393893094781552
2022-01-27,APAC,Home & Garden,580.56,179.34,28.0,30.890863993385697
2023-03-30,Middle East,Electronics,1058.02,367.53,2.0,34.73752859114194
2022-05-22,APAC,Apparel,13473.87,3135.55,41.0,23.271339266298398
2022-08-09,Middle East,Home & Garden,3186.82,542.24,16.0,17.015080864309876
2024-12-25,APAC,Food & Beverage,14660.41,3387.3767571953,34.0,23.1056072592465
2022-12-11,Middle East,Sports,6928.41,1181.34,47.0,17.050665304160695
2024-12-02,APAC,Beauty,15370.95,5344.17,36.0,34.76798766504348
2023-07-22,North America,Beauty,4587.7,1052.22,24.0,22.935675828846698
2023-07-04,Middle East,Beauty,3893.27,1044.54,13.0,26.82937479291187
2023-12-17,EMEA,Home & Garden,1152.17,281.1,26.0,24.39744134980081
2024-07-03,EMEA,Apparel,21193.39,7574.46,47.0,35.73972828320529
2024-02-21,North America,Sports,2552.44,836.1,13.0,32.75689144504866
2022-02-02,APAC,Home & Garden,456.97,152.03,7.0,33.269142394467906
2024-07-27,Middle East,Food & Beverage,7628.77,1694.26,26.0,22.208822654241768
2024-06-15,LATAM,Electronics,8650.31,1054.87,37.0,12.194591870117948
2024-03-27,EMEA,Sports,22247.17,2482.24,46.0,11.157553972033297
2023-05-21,Middle East,Sports,2651.62,147.09,21.0,5.547174934568302
2022-06-23,EMEA,Electronics,948.49,315.13,7.0,33.22438823814695
2023-02-23,LATAM,Food & Beverage,22659.79,7641.95,47.0,33.724716778046044
2023-05-21,North America,Food & Beverage,12135.0,1289.1,34.0,10.622991347342397
2023-01-07,LATAM,Food & Beverage,6824.69,722.79,39.0,10.590810718142508
2023-07-06,North America,Beauty,4920.54,749.88,29.0,15.239790754673269
2024-11-10,Middle East,Electronics,4314.58,902.27,19.0,20.912116590722622
2022-08-27,Middle East,Apparel,9367.81,1768.78,36.0,18.881467493469657
2022-12-18,North America,Apparel,2624.48,720.12,31.0,27.43857830884594
2022-03-26,LATAM,Food & Beverage,2070.32,664.17,12.0,32.0805479346188
2022-02-19,EMEA,Beauty,12966.04,1316.41,36.0,10.152752883686924
2023-06-19,Middle East,Electronics,1706.99,289.62,29.0,16.966707479247095
2022-11-05,EMEA,Beauty,10749.24,1137.44,27.0,10.581585302774894
2022-07-27,LATAM,Food & Beverage,7300.17,2530.2,41.0,34.65946683433399
2023-08-31,Middle East,Beauty,9474.23,2274.98,26.0,24.012294402816906
2023-10-25,Middle East,Beauty,1883.68,547.32,16.0,29.055890597129025
2024-06-20,Middle East,Apparel,510.91,192.76,2.0,37.728758489753574
2022-05-13,APAC,Electronics,644.99,241.69,4.0,37.47189878912851
2023-01-06,Middle East,Sports,6001.74,1481.95,18.0,24.69200598493104
2023-07-18,EMEA,Electronics,9883.75,2260.42,23.0,22.870064499810294
2022-07-25,LATAM,Home & Garden,654.2,111.91,6.0,17.10638948333843
2022-07-30,North America,Sports,8427.65,3151.64,21.0,37.39642723653688
2022-07-31,APAC,Food & Beverage,1227.37,209.35,25.0,17.056796239112902
2024-01-31,LATAM,Beauty,7291.12,2654.22,44.0,36.40346064802115
2023-12-11,APAC,Electronics,342.01,34.55,3.0,10.102043799888891
2023-06-25,LATAM,Electronics,12380.87,2402.34,47.0,19.40364449348067
2024-01-24,APAC,Apparel,10631.74,3974.11,27.0,37.37967632767543
2023-05-26,EMEA,Electronics,2177.51,726.41,27.0,33.35966310143236
2024-12-04,LATAM,Sports,5449.12,979.3,31.0,17.971709193411044
2024-06-16,LATAM,Food & Beverage,2449.56,788.75,17.0,32.19966034716439
2022-01-02,North America,Electronics,3908.33,389.76,39.0,9.972545818802404
2024-10-23,EMEA,Sports,215.56,42.44,1.0,19.688253850436073
2024-03-03,APAC,Home & Garden,18603.16,5080.98,44.0,27.312456593395957
2022-10-04,North America,Sports,11557.59,3634.11,42.0,31.443492977342164
2023-11-03,North America,Electronics,12749.85,3216.64,40.0,25.22884582955878
2024-12-05,Middle East,Food & Beverage,4837.9,1766.79,20.0,36.51977097500982
2023-05-01,APAC,Food & Beverage,2078.16,299.16,25.0,14.395426723640146
2022-01-16,EMEA,Electronics,13554.97,2161.05,24.0,15.94286081046288
2023-03-16,LATAM,Sports,19295.9,5812.6,44.0,30.12349773786141
2024-07-19,Middle East,Electronics,8822.02,464.78,23.0,5.268407915647436
2024-02-16,North America,Sports,1643.23,313.23,31.0,19.061847702391024
2023-05-18,EMEA,Sports,11912.5,4274.53,28.0,35.882728226652674
2024-01-29,Middle East,Electronics,7087.74,1103.19,34.0,15.564763944501351
2024-12-17,Middle East,Beauty,8037.71,809.73,26.0,10.074138031852357
2024-12-04,EMEA,Beauty,9558.21,839.23,38.0,8.780200476867533
2023-09-05,North America,Apparel,3292.09,737.3,12.0,22.39610703231078
2022-09-04,LATAM,Home & Garden,5335.54,966.18,12.0,18.1083826566758
2024-10-06,North America,Beauty,1759.24,257.49,8.0,14.636433914644961
2022-05-03,APAC,Sports,609.48,218.03,11.0,35.77311806786113
2024-01-30,North America,Home & Garden,13396.96,1242.04,35.0,9.271058508796026
2022-02-02,APAC,Electronics,1698.4,455.94,11.0,26.845266132830897
2022-08-14,APAC,Electronics,21845.9,7071.56,49.0,32.37019303393314
2024-10-06,North America,Home & Garden,10790.6,2877.25,37.0,26.66441161751895
2024-03-31,Middle East,Food & Beverage,5019.48,1126.3929502197745,13.0,22.440431084888765
2024-01-12,LATAM,Electronics,2688.87,781.03,12.0,29.04677429552191
2022-01-06,EMEA,Apparel,3262.66,1003.8,13.0,30.76630724623467
2022-05-24,APAC,Beauty,1540.89,400.34,4.0,25.981088851248302
2022-05-21,LATAM,Electronics,15296.39,4070.36,32.0,26.609938684879243
2022-12-26,LATAM,Beauty,1522.05,203.52,15.0,13.371439834433824
2022-10-21,Middle East,Home & Garden,2073.87,399.41,6.0,19.259162821199016
2024-11-17,Middle East,Apparel,417.81,61.77,8.0,14.784232067207585
2022-01-16,Middle East,Apparel,7874.32,2051.67,43.0,26.05520222698595
2024-04-19,APAC,Apparel,19512.26,6199.92,49.0,31.77448434983954
2022-03-07,EMEA,Sports,20065.02,3264.76,42.0,16.27090329339318
2024-06-29,Middle East,Food & Beverage,10262.18,3581.99,26.0,34.90476682342348
2023-09-06,North America,Electronics,3342.33,1156.07,32.0,34.58874497730625
2023-11-02,Middle East,Food & Beverage,10009.34,1600.45,48.0,15.989565745593614
2024-11-11,North America,Sports,1566.53,496.97,32.0,31.724256796869515
2024-03-03,LATAM,Food & Beverage,3238.34,201.28,13.0,6.215530179042348
2022-05-04,Middle East,Sports,5117.86,515.38,19.0,10.070224664215122
2023-04-11,APAC,Apparel,15031.25,2978.28,47.0,19.813920997921
2022-04-06,Middle East,Food & Beverage,2932.01,152.59,6.0,5.204279657982067
2024-05-17,North America,Apparel,5969.56,1149.18,26.0,19.25066504063951
2022-03-31,EMEA,Beauty,10738.3,3229.19,32.0,30.071705949731335
2022-01-17,Middle East,Sports,4058.29,317.16,20.0,7.815114247626465
2022-06-18,LATAM,Food & Beverage,19754.33,7377.51,48.0,37.3462931924292
2023-07-20,LATAM,Home & Garden,561.08,194.05,26.0,34.58508590575319
2022-05-01,Middle East,Sports,18438.25,6521.88,36.0,35.37146963513349
2023-10-15,EMEA,Home & Garden,5733.71,548.13,45.0,9.559778921501087
2022-10-22,APAC,Electronics,1773.57,357.44,19.0,20.1537012917449
2023-08-08,North America,Home & Garden,1567.75,495.26,11.0,31.590495933662893
2024-05-09,Middle East,Electronics,2345.3,818.57,26.0,34.9025710996461
2023-02-20,North America,Sports,3731.44,385.74,8.0,10.337564050339815
2024-12-31,APAC,Beauty,4273.07,537.12,19.0,12.569885351749447
2022-02-02,APAC,Beauty,12789.16,4414.62,48.0,34.51845156366798
2024-12-02,North America,Food & Beverage,5130.12,1906.21,37.0,37.15722049386759
2022-07-18,LATAM,Apparel,9661.85,1695.67,26.0,17.550158613516047
2022-09-29,Middle East,Beauty,7602.27,2283.7,47.0,30.039711822916047
2023-10-20,APAC,Electronics,15719.61,1362.27,44.0,8.666054692196562
2022-04-24,North America,Food & Beverage,9520.19,3580.39,45.0,37.608388067885194
2023-11-07,LATAM,Beauty,694.0,218.95,9.0,31.54899135446686
2023-05-24,EMEA,Home & Garden,2311.56,602.07,17.0,26.04604682552043
2024-07-27,Middle East,Apparel,6276.42,538.31,29.0,8.576704554507186
2022-05-13,Middle East,Sports,14605.61,1390.62,46.0,9.521136056624817
2023-12-09,North America,Beauty,8072.81,2696.47,16.0,33.40187617446713
2024-02-01,Middle East,Apparel,950.36,262.78,30.0,27.650574519129588
2024-09-09,EMEA,Sports,6692.29,2509.69,17.0,37.50121408366942
2023-11-18,APAC,Sports,760.72,215.7,14.0,28.354716584288564
2023-09-14,North America,Sports,1900.76,580.31,41.0,30.53041941118289
2024-12-17,LATAM,Food & Beverage,1190.59,119.65,45.0,10.049639254487271
2023-03-01,LATAM,Food & Beverage,20353.9,3142.56,47.0,15.439596342715644
2024-08-02,APAC,Beauty,3205.73,242.42,9.0,7.562084143081295
2022-02-12,EMEA,Sports,16519.5,4199.98,40.0,25.42437725112745
2022-12-07,EMEA,Apparel,8268.73,868.18,24.0,10.499556763856118
2024-06-08,North America,Apparel,19000.29,2369.72,47.0,12.47202016390276
2023-12-11,LATAM,Apparel,9102.21,2054.19,39.0,22.568035674852595
2024-04-11,LATAM,Electronics,7934.71,1732.1313066290707,44.0,21.829799786369893
2024-07-22,Middle East,Food & Beverage,10279.42,538.99,44.0,5.2433892184578506
2024-08-29,LATAM,Sports,9543.59,1180.16,21.0,12.365996443686287
2024-07-20,LATAM,Electronics,3394.75,279.01,10.0,8.218867368731129
2022-11-23,Middle East,Electronics,13625.17,4393.37,25.0,32.24451511430683
2023-07-11,Middle East,Sports,3357.66,888.7,8.0,26.467837720317128
2024-09-04,LATAM,Beauty,1882.5,574.11,41.0,30.497211155378483
2023-12-04,Middle East,Home & Garden,1418.16,303.83,4.0,21.42423986010041
2022-10-22,North America,Food & Beverage,2114.16,463.9,27.0,21.942520906648504
2022-03-05,APAC,Sports,4883.31,1550.5,33.0,31.751004953607286
2024-05-05,LATAM,Sports,10184.75,3103.43,25.0,30.471341957338176
2023-07-23,North America,Sports,3430.84,339.08,49.0,9.883293887211295
2023-09-19,Middle East,Sports,18832.36,6054.38,47.0,32.1488119385993
2023-06-05,Middle East,Home & Garden,3095.05,1052.3,26.0,33.999450735852406
2024-06-15,LATAM,Sports,342.76,64.04,8.0,18.68362702765784
2024-12-20,LATAM,Electronics,2153.09,152.91,5.0,7.101886126450821
2023-10-05,Middle East,Apparel,486.41,118.67,19.0,24.397113546185317
2024-01-01,EMEA,Beauty,14394.23,4686.0,27.0,32.5547111585684
2023-12-17,LATAM,Home & Garden,16716.3,2931.27,44.0,17.53539958005061
2024-11-13,APAC,Sports,18370.16,1182.83,39.0,6.438866074111493
2024-05-11,North America,Home & Garden,7648.08,2108.2,49.0,27.56508823129465
2024-09-23,LATAM,Sports,15558.1,3435.03,49.0,22.078724265816522
2024-02-26,EMEA,Home & Garden,232.94,76.1,19.0,32.66935691594402
2024-05-22,APAC,Electronics,2872.06,218.19,36.0,7.5969861353871435
2024-06-01,APAC,Food & Beverage,13295.77,2769.19,35.0,20.82760156049631
2024-02-17,North America,Electronics,12832.95,1471.87,34.0,11.46945947736101
2023-11-05,LATAM,Apparel,14443.14,1421.72,29.0,9.843565872794976
2023-02-22,Middle East,Electronics,9769.45,2918.84,26.0,29.877219290748197
2024-09-15,APAC,Electronics,2301.37,341.97,13.0,14.859409829797036
2023-06-12,APAC,Home & Garden,17782.03,3377.44,36.0,18.993556978590185
2023-06-11,APAC,Beauty,11147.68,3583.45,44.0,32.145253541544065
2024-06-16,LATAM,Food & Beverage,776.83,90.61,5.0,11.664070646087303
2022-11-08,APAC,Electronics,15445.45,4888.44,37.0,31.649709137642475
2023-05-11,EMEA,Food & Beverage,671.55,92.03,10.0,13.704117340480979
2024-12-29,Middle East,Home & Garden,4283.59,475.69,18.0,11.104937680777105
2024-04-06,EMEA,Apparel,9607.85,1302.17,43.0,13.553188278334904
2023-08-25,APAC,Sports,11830.74,3654.35,49.0,30.88860037495541
2023-10-01,North America,Home & Garden,7387.83,559.22,24.0,7.569475745922687
2024-06-19,EMEA,Home & Garden,12080.62,3004.05,32.0,24.866687305783973
2024-11-18,APAC,Food & Beverage,16257.27,3712.29,35.0,22.834645669291337
2023-09-03,APAC,Electronics,10785.32,2553.98,43.0,23.680150426691096
2024-12-07,EMEA,Beauty,5272.56,1326.39,16.0,25.156470481132505
2022-09-28,North America,Home & Garden,15298.37,4627.4,39.0,30.247666908304605
2024-06-22,LATAM,Beauty,4157.87,367.95,44.0,8.849483028569917
2022-01-07,North America,Home & Garden,3251.54,369.38,14.0,11.360155495549801
2024-06-12,North America,Beauty,914.38,259.05,4.0,28.330672149434594
2023-03-02,LATAM,Apparel,9321.2,2156.44,21.0,23.13478951207999
2024-05-16,APAC,Electronics,5628.94,1175.37,29.0,20.880840797734564
2024-06-08,EMEA,Beauty,1192.77,119.4,17.0,10.010312130586787
2024-09-28,Middle East,Beauty,761.28,205.18,12.0,26.95197562000841
2024-11-01,EMEA,Apparel,3203.48,802.93,16.0,25.06430506823829
2022-07-10,LATAM,Sports,3866.84,549.02,43.0,14.198156634357769
2024-12-31,North America,Sports,3042.39,1082.87,42.0,35.59274123304375
2023-04-24,North America,Home & Garden,4632.24,1536.8,17.0,33.176173946082244
2024-04-13,EMEA,Food & Beverage,23581.18,6443.76,46.0,27.3258590112963
2024-05-06,North America,Sports,11116.53,1420.58,46.0,12.778987687704705
2024-06-18,North America,Home & Garden,613.64,34.52,2.0,5.625448145492472
2023-12-15,Middle East,Home & Garden,13562.34,3912.46,26.0,28.847971662707174
2022-01-03,North America,Electronics,17685.66,3757.97,37.0,21.24868396203478
2023-06-05,Middle East,Electronics,15961.51,1030.51,35.0,6.456218741209321
2022-04-22,APAC,Sports,14267.22,5406.6,48.0,37.89525920256364
2023-06-08,EMEA,Food & Beverage,4914.31,1162.37,34.0,23.65276101833217
2023-12-05,APAC,Apparel,10829.93,1450.84,31.0,13.396577817215807
2024-02-12,North America,Sports,7187.44,1384.89,16.0,19.26819563015483
2022-03-10,North America,Sports,1295.66,379.61,24.0,29.298581417964588
2023-12-27,North America,Beauty,505.99,169.61,3.0,33.520425304847926
2023-03-07,North America,Electronics,17983.98,4475.59,45.0,24.88653790762668
2024-03-10,Middle East,Apparel,10030.08,3762.96,48.0,37.5167496171516
2024-06-13,Middle East,Food & Beverage,2499.63,610.7,28.0,24.431615879150115
2024-09-26,EMEA,Home & Garden,9754.61,1706.41,32.0,17.493369801560494
2022-08-04,Middle East,Sports,6076.84,801.56,17.0,13.190408172668688
2022-10-05,North America,Beauty,15456.41,5864.21,44.0,37.94031084837941
2022-08-22,Middle East,Home & Garden,9373.43,2938.22,20.0,31.346262787474803
2022-03-25,LATAM,Food & Beverage,9445.86,3142.73,31.0,33.27097797341904
2024-12-15,North America,Sports,5363.95,1541.05,14.0,28.72976071738178
2022-11-04,LATAM,Sports,2599.75,513.16,32.0,19.738821040484662
2023-05-27,APAC,Apparel,9624.65,2093.35,41.0,21.74988181388414
2022-10-09,APAC,Home & Garden,17844.3,2252.62,33.0,12.623751001720438
2023-04-24,APAC,Beauty,1395.54,270.73,16.0,19.399658913395534
2023-07-02,EMEA,Home & Garden,1249.23,335.68,6.0,26.870952506744157
2024-02-23,Middle East,Apparel,6947.35,726.09,33.0,10.451323166387184
2022-04-27,Middle East,Sports,6598.91,2507.48,18.0,37.998396704910355
2022-06-26,LATAM,Food & Beverage,2241.14,271.6,15.0,12.118832379949492
2024-07-29,EMEA,Sports,2751.02,430.87,28.0,15.662190751066877
2022-05-24,LATAM,Food & Beverage,661.67,132.31,45.0,19.99637281424275
2023-03-14,EMEA,Food & Beverage,611.77,179.89,5.0,29.404841688869997
2023-02-06,LATAM,Food & Beverage,2445.11,907.87,10.0,37.130026869956765
2024-03-17,EMEA,Beauty,17157.44,4932.22,24.0,28.74682936382118
2024-09-25,LATAM,Food & Beverage,8152.03,662.99,24.0,8.132820904731705
2023-06-06,North America,Sports,17208.66,1783.56,44.0,10.36431657084282
2022-08-21,LATAM,Apparel,13513.24,2823.63,30.0,20.89528492056679
2024-04-02,LATAM,Apparel,699.58,209.3,16.0,29.917950770462276
2023-01-11,North America,Beauty,7140.17,1081.04,48.0,15.1402557642185
2024-07-11,LATAM,Beauty,11370.88,2340.62,34.0,20.584334721675017
2024-07-12,EMEA,Home & Garden,6188.68,680.54,28.0,10.996529146764738
2024-07-19,LATAM,Sports,8733.5,2677.55,23.0,30.658384381977445
2022-07-21,Middle East,Food & Beverage,4805.84,272.43,16.0,5.668728047542157
2023-03-24,North America,Apparel,11349.85,2868.32,43.0,25.27187583976881
2023-08-16,EMEA,Apparel,394.7,139.85,17.0,35.431973650874085
2023-09-16,EMEA,Beauty,794.57,258.92,2.0,32.58617868784374
2023-02-11,EMEA,Electronics,10364.64,3731.59,23.0,36.003083561030586
2023-07-26,LATAM,Home & Garden,14970.64,3831.4,37.0,25.592760229355594
2024-08-08,LATAM,Sports,231.74,47.76,4.0,20.6093035298179
2023-10-25,EMEA,Electronics,11875.2,4487.85,49.0,37.79178455941795
2024-01-10,APAC,Electronics,11351.18,2734.26,41.0,24.0878921838963
2024-01-13,North America,Food & Beverage,7465.03,2572.13,19.0,34.45572221411033
2024-02-15,LATAM,Beauty,12461.63,4555.37,47.0,36.55516974906172
2023-02-02,EMEA,Home & Garden,7708.64,1551.09,26.0,20.121448141306374
2024-07-14,Middle East,Food & Beverage,11561.14,2400.76,33.0,20.765772233534065
2022-05-27,North America,Beauty,5704.9,549.4,30.0,9.630317796981542
2022-01-27,Middle East,Apparel,942.6,273.39,3.0,29.00381922342457
2024-06-01,EMEA,Food & Beverage,21687.77,1509.07,44.0,6.958161212517469
2022-06-14,North America,Electronics,1757.27,463.03,20.0,26.349394230823947
2022-02-02,EMEA,Food & Beverage,378.64,111.49,1.0,29.444855271497993
2024-09-17,Middle East,Apparel,3312.31,329.78,33.0,9.956193713752636
2024-12-01,APAC,Beauty,5166.99,928.21,26.0,17.964230625567303
2023-05-15,Middle East,Food & Beverage,19.65,6.18,1.0,31.450381679389317
2022-06-22,Middle East,Home & Garden,17313.38,5064.23,47.0,29.250383229617782
2024-07-22,APAC,Home & Garden,2933.3,820.43,9.0,27.969522380936144
2022-01-30,North America,Sports,13576.66,3093.73,31.0,22.78712142750868
2022-03-02,EMEA,Electronics,11616.19,3285.36,44.0,28.282595239919456
2022-10-26,Middle East,Food & Beverage,5061.7,966.22,30.0,19.088843669123023
2023-11-25,North America,Sports,57.84,5.12,2.0,8.852005532503457
2023-10-08,APAC,Beauty,4549.26,1592.72,16.0,35.010529184966344
2023-08-01,North America,Sports,5588.51,1714.46,18.0,30.678302445553467
2023-01-13,EMEA,Apparel,2035.48,228.72,5.0,11.236661622811326
2023-10-09,Middle East,Sports,366.93,64.39,2.0,17.548306216444555
2024-02-12,LATAM,Electronics,2319.25,243.93,34.0,10.517624231971542
2024-08-24,APAC,Beauty,2242.51,656.66,6.0,29.28236663381657
2023-10-21,Middle East,Electronics,1869.08,111.49,14.0,5.964966721595651
2024-07-18,LATAM,Electronics,1530.22,401.47,25.0,26.23609677039903
2022-07-01,North America,Sports,10161.32,3361.61,40.0,33.0824144894561
2023-05-07,LATAM,Beauty,14938.55,5338.4,47.0,35.73573071014255
2024-08-17,Middle East,Beauty,4369.83,543.25,49.0,12.43183373266237
2024-01-30,Middle East,Home & Garden,1448.62,453.59,18.0,31.311869227264573
2024-02-29,Middle East,Electronics,1073.36,271.73,24.0,25.315830662592237
2024-10-17,Middle East,Beauty,5460.68,923.46,26.0,16.91108067127171
2023-07-18,Middle East,Electronics,20627.72,4083.97,44.0,19.798455670330988
2024-02-03,North America,Food & Beverage,6171.83,2324.5,25.0,37.66305941673701
2023-02-10,North America,Food & Beverage,16178.78,1328.68,39.0,8.212485737490713
2022-12-23,EMEA,Food & Beverage,16610.92,4130.4,48.0,24.865570359739255
2024-12-14,LATAM,Sports,20405.38,3345.16,43.0,16.393519748223262
2022-12-02,Middle East,Apparel,73.98,22.01,1.0,29.751284130846173
2022-10-30,Middle East,Sports,6658.81,1225.65,21.0,18.40644199188744
2023-05-24,EMEA,Food & Beverage,9314.43,540.34,22.0,5.801106455252763
2022-09-25,EMEA,Beauty,848.53,201.42,12.0,23.737522538979174
2023-04-21,APAC,Food & Beverage,16497.99,2059.2,33.0,12.481520476130727
2023-03-26,LATAM,Apparel,17310.17,6109.01,43.0,35.29145005508323
2024-08-23,EMEA,Sports,9171.92,1284.33,32.0,14.002847822484277
2022-06-25,EMEA,Electronics,1392.49,99.77,4.0,7.164862943360455
2024-04-13,LATAM,Sports,3261.43,1099.96,42.0,33.72631023814707
2023-07-13,APAC,Beauty,608.0,220.13,11.0,36.20559210526316
2024-03-02,Middle East,Food & Beverage,599.42,158.7,24.0,26.475593073304193
2022-09-05,North America,Sports,5248.54,763.91,12.0,14.554714263395152
2023-03-05,Middle East,Electronics,20696.7,1117.52,43.0,5.3995081341469895
2023-04-22,North America,Apparel,4278.26,223.43,21.0,5.222450248465497
2023-01-24,Middle East,Food & Beverage,3354.24,277.78,36.0,8.281458691089487
2022-09-18,North America,Home & Garden,7058.97,1695.82,23.0,24.0236181765895
2023-11-25,North America,Electronics,638.99,230.84,4.0,36.1257609665253
2022-05-26,LATAM,Beauty,653.42,239.87,28.0,36.709926234275045
2023-03-02,APAC,Apparel,18436.78,4546.63,42.0,24.66065115491968
2022-04-12,North America,Apparel,688.84,39.97,2.0,5.802508565123976
2022-12-07,APAC,Electronics,772.48,291.68,4.0,37.75890637945319
2023-09-14,North America,Beauty,16692.13,1549.37,39.0,9.282038900967102
2022-12-20,North America,Sports,4387.17,1637.77,30.0,37.33089896220114
2023-01-21,Middle East,Apparel,4959.87,801.1,18.0,16.151633006510252
2024-03-05,APAC,Home & Garden,2512.97,216.01,13.0,8.59580496384756
2022-07-21,North America,Electronics,7088.5,780.94,36.0,11.016999365168937
2023-05-21,Middle East,Beauty,9118.14,3413.84,30.0,37.44009194857723
2022-02-09,North America,Sports,4130.68,461.48,31.0,11.172010419591931
2022-12-10,LATAM,Sports,1745.47,312.86,46.0,17.924112130257182
2022-06-28,North America,Food & Beverage,5911.06,1546.03,34.0,26.15486900826586
2024-04-26,Middle East,Beauty,406.85,78.38,9.0,19.265085412314118
2024-05-11,APAC,Sports,759.72,93.49,9.0,12.305849523508659
2023-11-08,EMEA,Apparel,8779.31,966.03,21.0,11.003484328495064
2023-10-03,Middle East,Sports,5950.22,1612.98,13.0,27.10790525392338
2024-09-12,LATAM,Apparel,1554.54,270.11,18.0,17.37555804289372
2024-01-24,EMEA,Home & Garden,4757.52,1291.91,46.0,27.155114429366563
2022-04-10,EMEA,Electronics,1927.23,704.52,20.0,36.556093460562565
2023-01-16,EMEA,Home & Garden,18073.14,3312.86,45.0,18.330295676346225
2022-10-16,APAC,Electronics,5588.41,1596.88,35.0,28.574854028247753
2024-02-16,APAC,Electronics,6374.79,1909.29,16.0,29.950633667932593
2024-11-04,Middle East,Sports,522.88,89.0,2.0,17.02111383108935
2023-04-13,North America,Home & Garden,1406.1,84.09,40.0,5.980371239598891
2022-09-26,EMEA,Electronics,4431.26,1067.39,13.0,24.08773125476727
2023-11-24,APAC,Sports,7028.2,2097.84,19.0,29.84889445377195
2022-12-19,EMEA,Apparel,4335.46,1404.28,18.0,32.39056524567174
2024-12-19,LATAM,Apparel,1339.52,359.2,42.0,26.815575728619205
2024-11-13,North America,Home & Garden,6243.3,1138.76,14.0,18.239712972306314
2024-11-25,APAC,Sports,5854.38,1255.7310811402053,16.0,21.44942899402166
2024-12-02,LATAM,Apparel,12364.15,2264.03,25.0,18.311246628356987
2023-10-17,APAC,Electronics,10245.45,3486.88,33.0,34.03344899443167
2024-12-21,EMEA,Apparel,1099.74,346.35,26.0,31.493807627257354
2022-04-25,Middle East,Sports,2011.86,233.79,10.0,11.620589901881841
2024-09-09,APAC,Sports,1412.41,172.26,6.0,12.196175331525547
2022-07-15,North America,Beauty,11026.45,2457.76,26.0,22.289676187712274
2024-07-03,Middle East,Home & Garden,13847.84,2112.89,39.0,15.257903037585644
2024-02-22,North America,Sports,8025.89,1927.42,37.0,24.0150313547781
2023-02-03,North America,Beauty,6675.61,1714.25,30.0,25.67930121741684
2022-01-09,APAC,Apparel,2171.99,472.88958314815636,6.0,21.772180495681674
